ts_utc,lat,lon,alt_m,speed_ms,hdop,num_sat,fix_quality
1710489600,34.26511623889889217810,108.94503538315988647114,327,9.40,0.8,13,4
1710489601,34.26213305459761345255,108.94898691976683858760,308,4.20,0.3,9,4
1710489602,34.26810247505111850337,108.95293418378246406445,340,7.40,0.8,11,4
1710489603,34.26971720938749351481,108.94397944273201696829,307,9.60,0.6,9,4
1710489604,34.26454310129093295083,108.94602479323709830011,341,7.40,0.9,11,4
1710489605,34.26857276528214362010,108.94471615955076754051,322,5.40,0.4,10,4
1710489606,34.26849677419354838709,108.94941814630573442793,326,10.00,0.3,10,4
1710489607,34.26987621082186346018,108.94980298471022675252,305,8.10,0.7,12,4
1710489608,34.26770268257698294015,108.95054977263710440382,321,2.50,0.8,8,4
1710489609,34.26213824274422437208,108.94512663350321970274,318,4.60,0.1,12,4
1710489610,34.27023083590197454756,108.95234395580919827875,327,4.40,0.1,11,4
1710489611,34.26628631855220191045,108.94805030671102023377,340,8.10,0.8,11,4
1710489612,34.27074080019531846064,108.95140337534714804528,325,11.90,0.8,12,4
1710489613,34.26596068605609302041,108.94342125919370097964,321,6.60,0.3,12,4
1710489614,34.26754642780846583452,108.94453945738090151676,305,.90,0.8,13,4
1710489615,34.26999431745353556932,108.95041701712088381603,308,3.50,0.8,9,4
1710489616,34.26592467421491134372,108.95031844233527634510,339,5.30,0.7,9,4
1710489617,34.26150925626392406994,108.94966809289834284493,309,.20,0.8,8,4
1710489618,34.26775608996856593523,108.94492276985992004150,321,1.60,0.1,12,4
1710489619,34.26816747947630237739,108.95142382274849696340,344,.50,0.6,13,4
1710489620,34.26269856257820368053,108.94396845606860560930,333,3.40,0.6,10,4
1710489621,34.26567350688192388683,108.95313102816858424634,315,10.70,0.5,12,4
1710489622,34.26467066866054261909,108.95288413342692342905,327,5.10,0.2,11,4
1710489623,34.26927591174047059541,108.95270956755272072511,342,4.10,0.3,14,4
1710489624,34.27057172765282143620,108.94863137913144322031,317,1.00,0.6,13,4
1710489625,34.26826788537247840815,108.95246053651539658803,339,9.80,0.4,11,4
1710489626,34.26393334147160252693,108.95046065858943449201,329,4.30,0.6,11,4
1710489627,34.26868354747154148991,108.95299644154179509872,342,.70,0.2,8,4
1710489628,34.27108474379711294900,108.94460263069551683095,319,6.20,0.4,10,4
1710489629,34.26805364543595690786,108.95012709128086184270,331,.10,0.8,9,4
1710489630,34.26646149479659413434,108.94333122959074678792,311,.70,0.9,11,4
1710489631,34.26957896053956724753,108.94817970519119846186,335,11.20,0.9,9,4
1710489632,34.27058118839075899533,108.94565704519791253395,312,7.90,0.4,9,4
1710489633,34.26629120151371807000,108.94763342387157811212,307,9.90,0.9,11,4
1710489634,34.26900765404217658009,108.95149859309671315652,340,4.00,0.9,12,4
1710489635,34.26485957823419904171,108.94328392590105899227,316,6.60,0.4,14,4
1710489636,34.27101424604022339548,108.95149645680104983672,342,1.10,0.2,12,4
1710489637,34.26465601977599414044,108.94625642872402111880,314,3.60,0.6,13,4
1710489638,34.26393486739707632679,108.94334801477095858638,321,11.00,0.9,14,4
1710489639,34.26675782952360606707,108.94913707083346049378,328,3.10,0.4,12,4
1710489640,34.26162827845088045899,108.95165606860560930204,313,7.10,0.7,8,4
1710489641,34.26722018494216742454,108.94690250556962797936,306,10.10,0.4,13,4
1710489642,34.26541470992156743064,108.94716710104678487502,317,4.30,0.3,13,4
1710489643,34.26387901852473525193,108.95191913815729239783,309,4.40,0.5,11,4
1710489644,34.26206774498733481856,108.94391626941740165410,316,4.70,0.4,14,4
1710489645,34.26399834589678640095,108.94595276955473494674,327,1.30,0.9,13,4
1710489646,34.26298177434614093447,108.94844704733420819727,326,7.50,0.8,12,4
1710489647,34.26911202734458449049,108.94610383617664113284,334,7.30,0.5,14,4
1710489648,34.26584685201574755088,108.94821693777275917844,338,3.00,0.4,10,4
1710489649,34.26419122287667470320,108.95062576372569963682,306,1.20,0.1,12,4
1710489650,34.26802770470290231025,108.94391749015778069399,322,8.10,0.4,12,4
1710489651,34.26243122043519394512,108.94615571764275032807,306,3.60,0.9,13,4
1710489652,34.26784672994170964690,108.94505308389538254951,311,6.70,0.2,9,4
1710489653,34.26670625324259163182,108.94480924100466933194,330,2.10,0.4,8,4
1710489654,34.26267719962157048249,108.94486020691549424726,336,4.80,0.7,11,4
1710489655,34.26463068941312906277,108.94610139469588305307,336,3.80,0.2,12,4
1710489656,34.26807653431806390575,108.94980817285683767204,320,11.90,0.5,11,4
1710489657,34.26831824091311380352,108.94551849116489150669,332,8.70,0.7,14,4
1710489658,34.26772160405285805841,108.95300071413312173833,312,8.20,0.3,14,4
1710489659,34.27004406262398144474,108.95177264931180761131,319,7.20,0.1,9,4
1710489660,34.26900979033783989989,108.95083786736655781731,331,10.90,0.1,13,4
1710489661,34.26630920743430890835,108.94870157170323801385,330,1.00,0.8,10,4
1710489662,34.27078688314462721640,108.94409907528916287728,321,4.30,0.6,10,4
1710489663,34.26679506210516678365,108.94772375865962706381,322,7.50,0.5,9,4
1710489664,34.26984538712729270302,108.94621187170018616290,323,8.70,0.6,10,4
1710489665,34.26142929776909695730,108.94804694967497787408,310,7.00,0.7,10,4
1710489666,34.26479762565996276741,108.95319359111301004058,307,9.90,0.6,11,4
1710489667,34.26335165868099002044,108.94991315652943510238,334,8.10,0.5,12,4
1710489668,34.26666963103122043519,108.94844430066835535752,320,6.10,0.3,10,4
1710489669,34.26422906582842493972,108.94328819849238563188,313,4.10,0.8,9,4
1710489670,34.26556608172856837672,108.94909831232642597735,344,4.80,0.5,11,4
1710489671,34.26285054475539414654,108.94558227484969634083,332,7.00,0.1,13,4
1710489672,34.26708681905575731681,108.94533141270180364391,327,2.00,0.9,14,4
1710489673,34.26638886074404126102,108.94593964659566026795,326,.70,0.5,11,4
1710489674,34.26669892880031739249,108.95300468153935361796,332,6.50,0.3,12,4
1710489675,34.26795598620563371684,108.94941845149082918790,339,2.20,0.6,13,4
1710489676,34.26548215582750938444,108.94714329660939359721,311,1.60,0.5,10,4
1710489677,34.26735416119876705221,108.94418147526474806970,338,8.00,0.9,13,4
1710489678,34.27011730704672383800,108.94460903958250679036,312,6.50,0.9,14,4
1710489679,34.27041730399487289040,108.94713078402050843836,305,2.10,0.5,9,4
