ts_utc,lat,lon,alt_m,speed_ms,hdop,num_sat,fix_quality
1710489600,34.26843360087893307290,108.94955059663686025574,343,8.00,0.5,12,4
1710489601,34.26144699850459303567,108.94843026215399639881,308,7.30,0.4,8,4
1710489602,34.26589415570543534653,108.95295341044343394268,315,9.90,0.4,10,4
1710489603,34.26598357493820001831,108.95309074373607593005,340,7.60,0.9,9,4
1710489604,34.26813970763267921994,108.94545501266518143253,343,4.00,0.7,9,4
1710489605,34.26278401440473647267,108.94679416486098818933,332,7.50,0.1,13,4
1710489606,34.26537839289529099398,108.94481870174260689107,344,2.90,0.6,14,4
1710489607,34.26700533463545640430,108.94814888149662770470,314,2.60,0.1,10,4
1710489608,34.27036938993499557481,108.95163928342539750358,310,3.70,0.5,8,4
1710489609,34.26617767265846736045,108.94857644581438642536,314,.90,0.8,8,4
1710489610,34.26423883175145725882,108.94451900997955259865,333,7.80,0.7,10,4
1710489611,34.26182329172643208105,108.95295554673909726248,314,8.00,0.5,14,4
1710489612,34.26945536057618945890,108.95011763054292428357,315,2.00,0.1,11,4
1710489613,34.26374839930417798394,108.94718174993133335367,326,5.00,0.2,10,4
1710489614,34.27122390820032349620,108.94656802270577105014,315,3.70,0.3,14,4
1710489615,34.26605529343546861171,108.94867990356151005584,343,5.40,0.8,10,4
1710489616,34.26832587054048280281,108.94387781609546189764,324,5.50,0.3,8,4
1710489617,34.26507107150486770226,108.95243581652272103030,309,3.80,0.8,12,4
1710489618,34.26349601123081148716,108.94666171452986236152,310,8.00,0.9,13,4
1710489619,34.26206103091525009918,108.95208760032959990234,308,1.60,0.7,12,4
1710489620,34.26218615680410168767,108.94495420392468031861,338,2.90,0.5,10,4
1710489621,34.26481257972960600604,108.94618562578203680532,342,.70,0.5,9,4
1710489622,34.26438623615222632526,108.95161425824762718588,321,4.30,0.3,9,4
1710489623,34.26171678212836085085,108.94740026245918149357,321,7.50,0.3,14,4
1710489624,34.26710146794030579546,108.95228017212439344462,313,4.50,0.7,9,4
1710489625,34.26371238746299630726,108.94661746269112216559,344,4.60,0.2,10,4
1710489626,34.26731845454268013550,108.94828224738303781243,314,2.60,0.5,10,4
1710489627,34.26918588213751640369,108.95240102542191839350,343,11.00,0.8,8,4
1710489628,34.26503841669972838526,108.94643282570879238258,307,5.30,0.6,11,4
1710489629,34.26716342051454206976,108.94993818170720542008,336,5.20,0.6,10,4
1710489630,34.26886086001159703360,108.95196033814508499404,312,.40,0.7,12,4
1710489631,34.26356986602374340037,108.94563507187108981597,315,8.90,0.3,9,4
1710489632,34.26737827082125308999,108.95009687795648060548,328,3.10,0.8,10,4
1710489633,34.26608062379833368938,108.94586548661763359477,337,4.30,0.9,9,4
1710489634,34.26596404309213538010,108.95199573961607715079,330,8.20,0.3,14,4
1710489635,34.26949747611926633503,108.94989087801751762443,318,7.90,0.4,13,4
1710489636,34.26517819147312845240,108.94946911221655934324,336,4.10,0.5,11,4
1710489637,34.26702211981566820276,108.94525389568773461104,326,7.20,0.5,9,4
1710489638,34.26789006622516556291,108.94785865047151097140,330,.30,0.1,8,4
1710489639,34.26274250923184911648,108.94872568132572405163,310,7.50,0.6,8,4
1710489640,34.26662843104342783898,108.94937175817133091219,306,.30,0.6,14,4
1710489641,34.26203356425672170171,108.94658785973693044831,341,11.60,0.5,10,4
1710489642,34.26510860927152317880,108.94455593737601855525,344,7.70,0.3,13,4
1710489643,34.27004070558793908505,108.94972760399182103946,308,10.80,0.6,13,4
1710489644,34.26507534409619434186,108.94657199011200292977,317,7.30,0.2,8,4
1710489645,34.26826239204077272865,108.94890543534653767509,329,.40,0.7,8,4
1710489646,34.26244586931974242378,108.94403071382793664357,329,9.90,0.4,11,4
1710489647,34.26616424451429792168,108.94821815851313821832,344,3.80,0.5,13,4
1710489648,34.26401574144718771935,108.94876810205389568773,314,6.30,0.8,9,4
1710489649,34.26741916562395092623,108.94998884243293557542,323,10.10,0.1,8,4
1710489650,34.27079848017822809533,108.94919566637165440839,307,8.80,0.5,14,4
1710489651,34.26205065462202826013,108.94452724997711111789,310,1.30,0.8,13,4
1710489652,34.26515225074007385479,108.94669467452009643848,317,3.60,0.3,14,4
1710489653,34.27067426984466078676,108.95079117404705954161,320,10.90,0.1,11,4
1710489654,34.26380607928708761864,108.94890909756767479476,307,4.20,0.1,11,4
1710489655,34.26413079622791222876,108.95002760093997009186,325,8.90,0.7,12,4
1710489656,34.26612487563707388531,108.95224568620868556779,316,1.00,0.3,11,4
1710489657,34.26842536088137455366,108.94862283394878994109,328,6.30,0.2,12,4
1710489658,34.26396782738731040375,108.94380213019196142460,314,1.40,0.6,10,4
1710489659,34.27061292764061403241,108.95002363353373821222,330,10.10,0.1,10,4
1710489660,34.26873420819727164525,108.94974927213354899746,309,11.00,0.9,11,4
1710489661,34.26156754661702322458,108.94586579180272835474,337,1.50,0.7,11,4
1710489662,34.26355216528824732200,108.95171191747795037690,312,3.80,0.1,14,4
1710489663,34.26678865321817682424,108.94984815210425122837,334,8.90,0.8,10,4
1710489664,34.26323141575365459150,108.94634554277169103061,341,5.20,0.7,12,4
1710489665,34.26892342295602282784,108.95300925931577501754,337,11.00,0.8,8,4
1710489666,34.27022839442121646778,108.94629488204596087527,341,7.70,0.7,13,4
1710489667,34.26664002807702871791,108.95043990600299081392,305,4.00,0.7,13,4
1710489668,34.26454889980773339030,108.94406581011383404034,326,4.00,0.6,9,4
1710489669,34.27002910855433820612,108.94564575334940641499,329,7.00,0.3,8,4
1710489670,34.26643006073183385723,108.94723515732291634876,309,4.00,0.5,13,4
1710489671,34.26386528519547105319,108.94570465407269508957,338,3.10,0.2,10,4
1710489672,34.26804357432782982879,108.94920726340525528733,331,5.70,0.1,8,4
1710489673,34.26453821832941679128,108.95200367442854091006,320,3.00,0.5,9,4
1710489674,34.26703615833002716147,108.95169177526169621875,332,4.30,0.5,8,4
1710489675,34.26907693105868709372,108.95089920957060457167,335,2.40,0.1,11,4
1710489676,34.26192705465865047151,108.94533873714407788323,306,5.50,0.5,14,4
1710489677,34.27013561815240943632,108.94920360118411816766,317,9.10,0.7,14,4
1710489678,34.26626068300424207281,108.95189289223914304025,336,5.70,0.4,11,4
1710489679,34.27132034669026764732,108.94854897915585802789,313,2.60,0.1,13,4
