ts_utc,lat,lon,alt_m,speed_ms,hdop,num_sat,fix_quality
1710489600,34.26459101535081026642,108.94425929746391186254,312,7.60,0.8,8,4
1710489601,34.26163041474654377880,108.95181690115054780724,328,0,0.6,9,4
1710489602,34.26252033448286385692,108.94518431348612933744,339,8.00,0.5,9,4
1710489603,34.26652344737083040864,108.95188282113101596118,333,11.00,0.5,10,4
1710489604,34.26690126651814325388,108.95210987884151738029,306,9.00,0.8,10,4
1710489605,34.26751499374370555742,108.94922526932584612567,315,4.80,0.8,8,4
1710489606,34.26737155674916837061,108.94467160252693258461,308,8.40,0.2,9,4
1710489607,34.26515865962706381420,108.94368677022614215521,330,1.00,0.6,12,4
1710489608,34.26720095828119754631,108.94483762321848200933,317,7.50,0.7,9,4
1710489609,34.26691713614307077242,108.94754217352824488052,321,2.20,0.1,9,4
1710489610,34.26680787987914670247,108.94642397534104434339,344,8.50,0.6,14,4
1710489611,34.27049573656422620319,108.95116349986266670735,309,1.50,0.5,8,4
1710489612,34.26550809656056398205,108.94580567033906064027,343,10.10,0.1,14,4
1710489613,34.26401055330057679982,108.95193317667165135654,343,6.80,0.3,13,4
1710489614,34.26750431226538895840,108.94465420697653126621,334,10.60,0.8,14,4
1710489615,34.26948099612414929654,108.94958752403332621234,307,2.80,0.9,9,4
1710489616,34.26226062196722312082,108.95262747276223029267,317,8.40,0.1,11,4
1710489617,34.26526761070589312417,108.94731023285622730185,330,1.10,0.8,8,4
1710489618,34.26217761162144840845,108.94567505111850337229,305,10.20,0.9,13,4
1710489619,34.26757328409680471205,108.95046493118076113162,337,9.40,0.6,14,4
1710489620,34.26560056764427625354,108.95042098452711569566,326,4.80,0.4,11,4
1710489621,34.26641907406842249824,108.94892588274788659321,311,3.20,0.6,8,4
1710489622,34.27021221961119418927,108.95095353251747184667,318,6.80,0.9,8,4
1710489623,34.26646454664754173406,108.95153094271675771355,329,11.40,0.7,10,4
1710489624,34.26389153111362041077,108.94897898495437482833,321,5.80,0.2,8,4
1710489625,34.26297902768028809472,108.94874765465254676961,320,5.80,0.7,8,4
1710489626,34.26712344126712851344,108.95187610705893124179,316,9.40,0.7,8,4
1710489627,34.27004528336436048463,108.94431514633625293740,334,6.60,0.6,13,4
1710489628,34.26847113864558854945,108.94873392132328257087,327,10.70,0.7,14,4
1710489629,34.26759067964720603045,108.94678592486342967009,308,3.70,0.1,10,4
1710489630,34.26459528794213690603,108.94707524033326212347,323,1.10,0.1,11,4
1710489631,34.26670106509598071230,108.95042159489730521561,326,4.70,0.3,11,4
1710489632,34.27025952330088198492,108.95268118533890804773,311,3.60,0.9,13,4
1710489633,34.26476588641010773033,108.94618013245033112582,305,6.60,0.9,10,4
1710489634,34.27054975432599871822,108.94404780419324320200,307,1.80,0.1,14,4
1710489635,34.26957316202276680806,108.94843758659627063814,316,11.30,0.6,14,4
1710489636,34.26711581163975951414,108.94651186864833521530,318,6.70,0.3,12,4
1710489637,34.26478328196050904873,108.94402583086642048402,324,.40,0.2,12,4
1710489638,34.27095198828089236121,108.94382410351878414258,312,3.80,0.6,13,4
1710489639,34.26881508224738303781,108.94503507797479171117,332,6.70,0.4,10,4
1710489640,34.26453791314432203131,108.94681278115176854762,332,5.90,0.6,12,4
1710489641,34.26749363078707235938,108.94708561662648396252,330,1.20,0.3,11,4
1710489642,34.27016674703207495345,108.94995405133213293862,336,2.80,0.9,14,4
1710489643,34.26480189825128940702,108.95238362987151707510,342,10.40,0.9,14,4
1710489644,34.26252765892513809625,108.95072891628772850733,306,9.30,0.5,9,4
1710489645,34.26822088686788537247,108.94690677816095461897,337,8.10,0.5,8,4
1710489646,34.26218646198919644764,108.94500150761436811426,316,.70,0.9,13,4
1710489647,34.26515896481215857417,108.94439479964598529007,308,3.50,0.5,8,4
1710489648,34.26176439100314340647,108.94328362071596423230,331,1.70,0.5,10,4
1710489649,34.26951487166966765343,108.95087052217169713431,338,8.20,0.8,12,4
1710489650,34.26790410473952452162,108.94524382457960753196,337,3.20,0.7,10,4
1710489651,34.27095046235541856135,108.94900950346385082552,324,.10,0.3,8,4
1710489652,34.26166245918149357585,108.94803108005005035554,325,9.30,0.2,11,4
1710489653,34.26167283547471541489,108.94803870967741935483,316,5.00,0.9,9,4
1710489654,34.26150406811731315042,108.94841042512283700064,329,4.00,0.9,8,4
1710489655,34.26819586169011505478,108.94983167210913418988,310,4.50,0.3,10,4
1710489656,34.26550077211828974272,108.94759802240058595538,306,5.40,0.2,8,4
1710489657,34.26540189214758751182,108.95276419568468276009,323,10.90,0.4,8,4
1710489658,34.26721469161046174504,108.95216450697347941526,339,3.80,0.4,12,4
1710489659,34.26242786339915158543,108.95220997955259865108,319,2.80,0.4,11,4
1710489660,34.26998058412427137058,108.94664126712851344340,309,.70,0.9,8,4
1710489661,34.26771305887020477919,108.95018477126377147740,342,2.10,0.3,14,4
1710489662,34.26887062593462935270,108.94741765800958281197,334,8.20,0.9,12,4
1710489663,34.26772160405285805841,108.94573242591631824701,330,5.00,0.5,13,4
1710489664,34.27111282082583086642,108.94576050294503616443,332,8.30,0.8,14,4
1710489665,34.26482020935697500534,108.94985547654652546769,344,8.80,0.4,8,4
1710489666,34.26597136753440961943,108.94455441145054475539,340,5.80,0.5,13,4
