ts_utc,lat,lon,alt_m,speed_ms,hdop,num_sat,fix_quality
1710489600,34.26349234900967436750,108.95147509384441663869,310,.10,0.2,11,4
1710489601,34.26283803216650898770,108.94476834620197149571,335,5.50,0.9,13,4
1710489602,34.27010448927274391918,108.95008802758873256630,330,6.40,0.4,11,4
1710489603,34.26797643360698263496,108.94869272133548997466,342,6.60,0.9,13,4
1710489604,34.26968791161839655751,108.94722783288064210943,331,8.50,0.9,8,4
1710489605,34.26795262916959135715,108.94862497024445326090,309,9.50,0.4,12,4
1710489606,34.27124984893337809381,108.94325737479781487472,324,7.70,0.9,13,4
1710489607,34.26194536576433606982,108.95061264076662495803,313,5.10,0.2,13,4
1710489608,34.26544156620990630817,108.95064132816553239539,340,8.00,0.8,8,4
1710489609,34.26268696554460280159,108.94993726615192114017,311,5.60,0.6,11,4
1710489610,34.26420465102084414197,108.94759924314096499526,310,7.70,0.2,8,4
1710489611,34.27040082399975585192,108.94985395062105166783,337,11.90,0.4,9,4
1710489612,34.26200243537705618457,108.95295737784966582232,314,3.30,0.7,8,4
1710489613,34.26205645313882869960,108.95065078890346995452,342,5.50,0.7,9,4
1710489614,34.26410973845637379070,108.94595521103549302652,312,2.40,0.9,13,4
1710489615,34.27054487136448255867,108.94768866237372966704,315,9.30,0.4,10,4
1710489616,34.26680879543443098239,108.95082627033295693838,327,1.70,0.8,8,4
1710489617,34.26531644032105471968,108.95050704672383800775,311,2.60,0.4,8,4
1710489618,34.26350913418988616595,108.94748418836024048585,344,.80,0.3,14,4
1710489619,34.26969798272652363658,108.94923991821039460432,323,1.10,0.5,12,4
1710489620,34.26659760734885708182,108.95050368968779564806,324,5.50,0.3,13,4
1710489621,34.26332297128208258308,108.94353539841914120914,307,.90,0.4,12,4
1710489622,34.26478816492202520828,108.95131609241004669331,327,7.70,0.6,8,4
1710489623,34.26378349559007538071,108.94324730368968779564,324,6.90,0.3,14,4
1710489624,34.27080214239936521500,108.94603761101107821893,306,2.00,0.7,14,4
1710489625,34.26699068575090792565,108.94999036835840937528,326,10.40,0.1,9,4
1710489626,34.27033093661305581835,108.95024672383800775170,334,7.30,0.2,8,4
1710489627,34.26343497421185949278,108.95100022583697012237,325,9.30,0.1,13,4
1710489628,34.27007732779931028168,108.94899607531968138676,309,8.50,0.6,12,4
1710489629,34.26675386211737418744,108.94678317819757683034,321,4.40,0.9,11,4
1710489630,34.26590392162846766563,108.94970746177556688131,313,5.50,0.1,12,4
1710489631,34.26553495284890285958,108.94781653492843409527,337,10.10,0.1,14,4
1710489632,34.26500850856044190801,108.94599793694875942258,309,9.60,0.4,10,4
1710489633,34.26157456587420270393,108.94662844935453352458,343,10.60,0.3,13,4
1710489634,34.26480922269356364635,108.94895029755546739097,317,6.70,0.7,14,4
1710489635,34.26926980803857539597,108.94901255531479842524,322,10.90,0.9,11,4
1710489636,34.26582365794854579302,108.95234670247505111850,324,4.80,0.7,8,4
1710489637,34.27130050965910824915,108.94636751609851374858,324,10.40,0.4,12,4
1710489638,34.26348685567796868800,108.94955364848780785546,307,.20,0.8,10,4
1710489639,34.26780583513901181066,108.95227284768211920529,337,4.40,0.7,9,4
1710489640,34.27005413373210852381,108.94336022217474898525,335,10.70,0.8,10,4
1710489641,34.26152787255470442823,108.94700748924222540971,321,1.90,0.7,12,4
1710489642,34.26431360209967345194,108.94329643848994415112,343,5.80,0.3,8,4
